,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
3786,aspnetcoreWebScrap,15507,blazor gener support reusabl sorri know forum find could post copi past previou messag develop web app use bootstrap front end framework person pretti tire rebuild scratch copi past new project part code ajax stack rewrit one big app write new app look altern angular exclud typescript appeal languag old school guy like us syntax typescript usabl elsewh mean like xamarin net core blazor part document poorli document much updat poor reusabl debug suck big app fat thought angulardart could fit found poor document incomplet debug suck archaic gener support lead big app fat lack gener compon lot copi past app rewritten reach mb find solut think blazor see advantag among futur lazi load seem power know qualiti ms document highli gener find enough inform structur blazor compon around mvc pattern see yet compon realli gener like archaic angulardart gener support check link provid seen video realli show reusabl compon outsid given area differ type doc blazor server side vs blazor client side find video use complet switch blazor server side vs blazor client side seem magic start write app futur blazor still uncertain,,unknown,area-blazor,2018-01-11
3426,aspnetcoreWebScrap,3860,usehttpsredirect redirect http app run catchal use im entir sure couldnt find refer follow code fail redirect request root path app usehttpsredirect app usemvc map spa clinet side request catch via app run async context context respon contenttyp text html var roothomepag path combin env webrootpath index html deliv default index html frontend file exist roothomepag await context respon sendfileasync roothomepag el await context respon writeasync html bodi homepag configur call index html bodi html work fine local kestrel develop server also use kestrel work request arent root path root path request deliv via http redirect take place idea,,unknown,area-middleware,2018-01-11
726,aspnetcoreWebScrap,5371,debug clientsampl breakpoint rebuild project signalr run signalrsampl show messag run clientsampl debug mode set breakpoint program css main function code stop set breakpoint debug code insid clientsampl anoth problem signalrsampl clientsampl coupl signalr server signal client run correctli use administr privileg run previou net framework signalr server window applic,,unknown,area-signalr,2018-01-11
3423,aspnetcoreWebScrap,3857,port ancm instal relea port ancm instal code relea master look unifi everyth mondo repo get instal relea,,jkotalik,done| area-installers| cost s,2018-01-11
1575,aspnetcoreWebScrap,5372,build gradl complet sampl java project build gradl complet sampl java project,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|genericname1add|singletonargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|genericname1add|singletonargsparameter|parameterlist|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|hosted|serviceservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|hosted|serviceservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamepage|view|log|background|serviceservicesidentifiername0|simplememberaccessexpression|genericname1add|singletonservicesidentifiername0|simplememberaccessexpression|genericname1add|singletonservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernametrace|pooling|serviceservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namei|hosted|serviceidentifiername|typeargumentlist|identifiernamepage|view|log|background|servicei|hosted|serviceidentifiername|typeargumentlist|genericnameadd|singletoni|hosted|serviceidentifiername|typeargumentlist|genericnameadd|singletoni|hosted|serviceidentifiername|typeargumentlist|identifiernametrace|pooling|servicei|hosted|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namei|hosted|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namepage|view|log|background|serviceidentifiername|typeargumentlist|genericnameadd|singletonpage|view|log|background|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|singletongenericname|typeargumentlist|identifiernametrace|pooling|serviceadd|singletongenericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|singletongenericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nametrace|pooling|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_name<em>,unknown,area-signalr,2018-01-11
3429,aspnetcoreWebScrap,3869,remov efcor submodul aspnetcor part adopt net core engin plan remov aspnet entityframeworkcor submodul repo efcor need creat build definit azdo produc offici code sign build efcor eventu need replac korebuild arcad repo efcor start work right away sinc doesnt need maintain korebuild api teamciti aspnetci longer build test efcor master branch aspnetcor consum efcor packageref need updat consum new version efcor fyi bricelam ajcvick,,natemcmaster,area-infrastructure,2018-01-11
3427,aspnetcoreWebScrap,3863,microbenchmark project broken master fail build follow output,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|genericname1add|singletonargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|genericname1add|singletonargsparameter|parameterlist|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|hosted|serviceservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|hosted|serviceservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamepage|view|log|background|serviceservicesidentifiername0|simplememberaccessexpression|genericname1add|singletonservicesidentifiername0|simplememberaccessexpression|genericname1add|singletonservicesidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernametrace|pooling|serviceservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namei|hosted|serviceidentifiername|typeargumentlist|identifiernamepage|view|log|background|servicei|hosted|serviceidentifiername|typeargumentlist|genericnameadd|singletoni|hosted|serviceidentifiername|typeargumentlist|genericnameadd|singletoni|hosted|serviceidentifiername|typeargumentlist|identifiernametrace|pooling|servicei|hosted|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namei|hosted|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namepage|view|log|background|serviceidentifiername|typeargumentlist|genericnameadd|singletonpage|view|log|background|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|singletongenericname|typeargumentlist|identifiernametrace|pooling|serviceadd|singletongenericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|singletongenericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nametrace|pooling|serviceidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_name<em>,pakrym,unknown,2018-01-11
6977,aspnetcoreWebScrap,4351,creat respon bodi pipewrit decor kestrel connect pipewrit analogu respon,,jkotalik,done| [obsolete] cost l| area-servers| servers-kestrel,2018-01-12
3484,aspnetcoreWebScrap,5659,multipl blazor app singl websit would like abl host multipl blazor app websit differ base path idea provid multipl download pwa app user abl download one current use angular would like switch blazor,,unknown,area-blazor,2018-01-12
6978,aspnetcoreWebScrap,4352,variat behavior statu code handler mix window anonym auth describ bug tri use mix window anonym authent applic host ii control decor author nameof usergroup except home control decor allowanonym contain index view provid link statu code handler view visual studio anonym disabl usestatuscodepageswithredirect usestatuscodepageswithredirect work actual auth failur error correctli render error paramet pass action anonym enabl get spuriou authent error request howev site work usestatuscodepageswithreexecut enabl page never render correctli url construct correctli home statuscodehandl action never paramet bound usestatuscodepageswithredirect enabl noth work initi auth failur alway trigger app configur follow,<bm>configurevoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamei|application|buildervoidpredefinedtype|methoddeclaration|parameterlist|parameterappvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamei|hosting|environmentvoidpredefinedtype|methoddeclaration|parameterlist|parameterenvvoidpredefinedtype|methoddeclarationmethod_namei|application|builderidentifiername|parameterappi|application|builderidentifiername|parameter|parameterlist|parameter|identifiernamei|hosting|environmenti|application|builderidentifiername|parameter|parameterlist|parameterenvi|application|builderidentifiername|parameter|parameterlist|methoddeclarationmethod_nameappparameter|parameterlist|parameter|identifiernamei|hosting|environmentappparameter|parameterlist|parameterenvappidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterenvappparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1use|status|code|pages|with|redirectsappidentifiername0|simplememberaccessexpression|identifiername1use|status|code|pages|with|redirectsappidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhomestatus|code|handlerappparameter|parameterlist|methoddeclarationmethod_nameappidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namei|hosting|environmentidentifiername|parameterenvi|hosting|environmentidentifiername|parameter|parameterlist|methoddeclarationmethod_nameenvparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1use|status|code|pages|with|redirectsenvparameter|parameterlist|methoddeclarationmethod_nameuse|status|code|pages|with|redirectsidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhomestatus|code|handleruse|status|code|pages|with|redirectsidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namehomestatus|code|handlerstringliteralexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameappidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterappappparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0appappuse|status|code|pages|withcommentappuse|status|code|pages|withre|executehomestatus|code|handlercommentre|executehomestatus|code|handler<em><bm>configure|servicesvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamei|service|collectionvoidpredefinedtype|methoddeclaration|parameterlist|parameterservicesvoidpredefinedtype|methoddeclarationmethod_namei|service|collectionidentifiername|parameterservicesi|service|collectionidentifiername|parameter|parameterlist|methoddeclarationmethod_nameservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1add|authorizationservicesidentifiername0|simplememberaccessexpression|identifiername1add|authorizationservicesidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameteroptionsservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1add|authenticationservicesidentifiername0|simplememberaccessexpression|identifiername1add|authenticationservicesidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplememberaccessexpression|identifiername0iis|defaultsservicesidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplememberaccessexpression|identifiername1authentication|schemeservicesparameter|parameterlist|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|authorizationidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameteroptionsadd|authorizationidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameoptionsparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1add|policyoptionsidentifiername0|simplememberaccessexpression|identifiername1add|policyoptionsidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|invocationexpression|identifiername0nameofoptionsidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|simplelambdaexpression|parameterpolicyoptionsparameter|simplelambdaexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|policyidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|invocationexpression|identifiername0nameofadd|policyidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|simplelambdaexpression|parameterpolicynameofidentifiername0|invocationexpression|argumentlist1|argument0|stringliteralexpressionuser|groupnameofidentifiername0|invocationexpression|argument0|argumentlist|argument1|simplelambdaexpression|parameterpolicypolicyparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1require|authenticated|userpolicyidentifiername0|simplememberaccessexpression|identifiername1require|authenticated|userpolicyparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1require|rolepolicyidentifiername0|simplememberaccessexpression|identifiername1require|rolepolicyparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|argumentlist1|argument0|stringliteralexpressioncndcexamplecdccompolicyidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressioncndcexamplecdccomrequire|roleidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressioncndcexamplecdccomadd|authenticationidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplememberaccessexpression|identifiername0iis|defaultsadd|authenticationidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplememberaccessexpression|identifiername1authentication|schemeadd|authenticationidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameiis|defaultsidentifiername0|simplememberaccessexpression|identifiername1authentication|schemeiis|defaultsidentifiername0|simplememberaccessexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameauthentication|schemeidentifiername1|simplememberaccessexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterservicesservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterservicesservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesoptionsidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|simplelambdaexpression|parameteroptionsoptionsparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0optionspolicyidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|simplelambdaexpression|parameterpolicypolicyidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|simplelambdaexpression|parameterpolicypolicyparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0policypolicyparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0policyappuse|status|code|pages|withcommentappuse|status|code|pages|withre|executehomestatus|code|handlercommentre|executehomestatus|code|handler<em>,unknown,area-security,2018-01-12
6976,aspnetcoreWebScrap,4347,abort either thread exit applic request error code current host aspnetcor api servic fabric use httpsi webserv everi get follow except httpsi middlewar microsoft aspnetcor server httpsi httpsysexcept oper abort either thread exit applic request error code look around seem except thrown io complet port layer process fail read socket close wonder assumpt client one drop connect particular scenario could anyon shed bit light,,unknown,needs author feedback,2018-01-12
4385,aspnetcoreWebScrap,5764,add addit function test ident ui track issu remain autom want add valid ensur form render valid data correctli login regist rd parti login provid need fake provid rel trivial regist password add social login creat new account user name password enabl link rd parti login login rd parti login login user name password regist social login add password creat new account rd parti login set password account login rd parti login login user name password disabl rd parti login creat new account user name password enabl link rd parti login login user name password download person data creat new account user name password download person data delet person data creat new account user name password delet person data tri log user name password fail reset recoveri code creat new account user name password enabl fa reset recoveri code tri log old recoveri code fail login new recoveri code succeed reset authent app creat new account user name password enabl fa reset authent tri log old authent key fail login new authent key succeed disabl fa creat new account user name password enabl fa login fa disabl fa login user name password,,unknown,area-identity| identity-ui,2018-02-02
1592,aspnetcoreWebScrap,5412,ui love error page error page redesign least white space ad clearli separ content import inform develop viewport edg readabl hurt imo thank,,unknown,area-mvc,2018-02-02
6005,aspnetcoreWebScrap,2844,flaki test except diagnost event receiv null state set except diagnost event receiv null state ignor fail sometim investig enabl fix,,ajcvickers,done,2018-02-02
6007,aspnetcoreWebScrap,2846,discuss asp net core high level plan,,unknown,discussion,2018-02-02
6006,aspnetcoreWebScrap,2845,asp net core templat work project name space im run latest offici relea today visual studio packag except messag say asset file user document visual studio project solut webapi thing obj project asset json found run nuget packag restor gener file remov thing project name work,,unknown,external,2018-02-02
242,aspnetcoreWebScrap,15844,incorrect valu disposecompon browserrend ts strang valu last commit think aspnet blazor browserrend ts error render renderinexistingbatch seem correct sharedmemoryrenderbatch disposedcomponentidsentri return invalid valu,,unknown,area-blazor,2018-02-07
243,aspnetcoreWebScrap,15845,pass valu razor page gener anoth razor page hi im new blazor use screenshot may describ question better img width alt adsiz src back page creat object valu textboxescombox etc append list via addtolist method trigger button click function public list myclass mylist new list myclass privat string name privat string coordin attribut public void myclass nloc new myclass name coordin attribut want list list class mylist anoth razor page like img width alt adsiz src way funtion know razor page may paramet blazor thing like return valu someth,,unknown,area-blazor,2018-02-07
1597,aspnetcoreWebScrap,5424,add check js depend part build write quick script test js depend vulner add build templat check vulner simpl run npm audit sometim packag without fix avail vulner depend say angular possibl remov depend arent patch time manner alway feasibl well like need exclu system still suck case eventu updat,,ryanbrandenburg,heavy_check_mark resolution duplicate| area-mvc| cost s| task,2018-02-07
2520,aspnetcoreWebScrap,4741,libuv intern network uvexcept error eof end file follow except log kestrel perform http request applic host azur web app request return http statu servic run without problem quit sudden throw statu restart resolv anywh descript error code publish version,,halter73,done| area-servers| cost xs| servers-kestrel| task,2018-02-07
6992,aspnetcoreWebScrap,5210,debug perform terribl current debug reason substanti complex angular cli applic dot net core environ corpor window desktop visual studio profess instal use latest javasciptserv angular templat upgrad angular run applic first run took second applic updat chang hot modul replac ii express thought good look lot doc found could bypass local server use node use follow document use angular project templat asp net core essenti overridden spa useangularcliserv npmscript start statement execut spa useproxytospadevelopmentserv instead command line clientapp folder execut npm start proxi dev server node suppo speed thing compil seem lot faster seem take forev download script file browser client plenti modul probabl mani modul seem get stuck download chrome say pend sometim arriv sometim dont latest version chrome also access ie firefox chrome debugg choic one guarant date im pretti sure thing shouldnt slow app get caught download modul script use configur provid new angular json file idea might wrong,,unknown,area-mvc| feature-spa,2018-02-07
1115,aspnetcoreWebScrap,15849,combin mvc razor page blazor page guess lot us develop mvc applic point want convert blazor think would conveni blazor support sort migrat path make possibl combin blazor mvc page make possibl gradual migrat app page page current rout regist blazor compon blazor throw except router would tri load url think almost would feasibl ive got sort workaround run ifram razorpag load mvc page feel dirti idea welcom,,unknown,area-blazor,2018-02-07
