,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
2356,azure-powershellWebScrap,3815,creat migrat guid break chang list may releas descript sinc break chang releas ene prepar go current obsolet attribut repo ping servic team whtehter break happen releas make sure rp break chang add appropri section brake chang section docuemnt creat migrat guid break chang releas cost,,cormacpayne,azure ps team,4/21/2017
2355,azure-powershellWebScrap,3814,import azurermautomationdscconfigur timeout import dscresourc name cmdlet import azurermautomationdscconfigur powershel version name valu psversion psedit desktop pscompatiblevers buildvers clrversion wsmanstackvers psremotingprotocolvers serializationvers modul version azurerm autom os version descript import dscresourc resourc name appear slow dsc import significantli much import caus dsc import timeout current workaround specifi modulenam rather resourc name current import follow script step reproduct creat dsc script sever import dscresourc name call tri import resourc,,vrdmr| safeermohammed,automation| service attention| automation-dsc,4/21/2017
2360,azure-powershellWebScrap,3821,occasion stale progress bar entri set azurestorageblobcont cmdlet set azurestorageblobcont powershel version modul version os version descript upload mani file via set azurestorageblobcont loop progress bar sometim get clutter old finish entri like renam filenam,,blueww,service attention| storage,4/25/2017
2366,azure-powershellWebScrap,3836,add azurermenviron new paramet set cmdlet add azurermenviron powershel version modul version descript add azurermenviron support paramet armendpoint regist environ use script step reproduct add azurermenviron name myazur armendpoint endpointvalu,,viananth,azure stack| service attention,4/26/2017
2365,azure-powershellWebScrap,3835,modul azurerm bootstrapp use azurermprofil new paramet set cmdlet use azurermprofil powershel version modul version descript retriev profil name arm templat json file pass use azurermprofil script step reproduct,,viananth,module bootstrapper| versioning,4/26/2017
2364,azure-powershellWebScrap,3831,add switch allow skip help gener build give user abil skip help gener build local due larg amount time take creat maml file follow model similar codesign ad switch skiphelp,,cormacpayne,azure ps team,4/26/2017
2362,azure-powershellWebScrap,3829,start azuresqldatabaseexport bind paramet storagecontain cmdlet start azuresqldatabaseexport powershel version modul version script azurerm os version descript debug output debug addazurermaccountcommand begin process parameterset userwithsubscriptionid debug microsoft identitymodel client activedirectori inform debug tokencach deseri item token cach debug common authent authent use configur valu domain common endpoint clientid dddda ddddfc clientredirect urnietfwgoauth oob resourceclienturi validateauthr tr ue debug common authent acquir token use context author correlationid validateauthor true debug common authent acquir token use adalconfigur domain common adendpoint clientid sdsd ddddfc clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug fa acquiretokenhandlerbas token acquisit start author resourc clientid fc cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig manag core window net client id respons type code haschrom redirect uri urnietfwgoauth oob client equest id aa befd fcb fa prompt login client sku net client ver client cpu client os microsoft window nt site id display popup debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig manag core window net client id respons type code haschrom redirect uri urnietfwgoauth oob client quest id yf prompt login client sku net client ver client cpu client os microsoft window nt site id display popup debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig osoft com ws ident authenticationmethod password client request id yf usernam user test com wa wsignin wtrealm urnfederationmicrosoftonlin wctx estsredirect estsrequest rqiiaepimtizstaz rmwmxbinnrintqztfixtdq sdqytda mjjp jvjntbutbrmttm nzq st ndfnszbi yjm mdq tsg hjwwpjfufew hv svmyu izc ilygtwmuowvquz wzwpjmvz ulz ywpjhzarnyjwfn sdkfeci mlrsygjszbtpz jka ixcrx rzlfqkitunpz zbxwzskzjsugxlb bmjeynpqbm peiv yflgqxnlmxkp ebfexmqj izmtut nz vbvmjbdygf xshawcchimcvcydngmwc utgemcqaahqypjbwriifejkaw nk oz bv fosmpvv jillru yad hiszoprl kyezlsodmx ku kqiew dwjzieqpu nbyw mrwwlsjl cfspaa popupui debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig soft com ws ident authenticationmethod password client request id yf usernam user test com wa wsignin wtrealm urnfederationmicrosoftonlin wctx estsredirect estsrequest rqiia ifejkaw nk oz bv fosmpvv jillru yad hiszoprl kyezlsodmx ku kqiew dwjzieqpu nbyw mrwwlsjl cfspaa popupui debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig osoft com ws ident authenticationmethod password client request id yf usernam user test com wa wsignin wtrealm urnfederationmicrosoftonlin wctx estsredirect estsrequest rqiiaepimtizstaz rmwmxbinnrintqztfixtdq sdqytda mjjp jvjntbutbrmttm nzq st ndfnszbi yjm mdq tsg hjwwpjfufew hv wcchimcvcydngmwc utgemcqaahqypjbwriifejkaw nk oz bv fosmpvv jillru yad hiszoprl kyezlsodmx ku kqiew dwjzieqpu nbyw mrwwlsjl cfspaa popupui debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig osoft com ws ident authenticationmethod password client request id yf usernam user test com wa wsignin wtrealm urnfederationmicrosoftonlin wctx estsredirect estsrequest rqiiaepimtizstaz rmwmxbinnrintqztfixtdq sdqytda mjjp jvjntbutbrmttm nzq st ndfnszbi yjm mdq tsg hjwwpjfufew hv svmyu izc ili jkq yne quuk shghexoimahkxrp sfr umorf gtrv xdyizdenljh vnpvffcopsjnhlflbo zcl hfba ulvbhrlw yklmm pwcvnhiiijxwbavgng dlpv fm aosu qapseddji xt cmtg akegwwbkkdpf albrw debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig soft com ws ident authenticationmethod password client request id yf usernam user test com wa wsignin wtrealm urnfederationmicrosoftonlin wctx estsredirect estsrequest rqiiaepimtizstaz rmwmxbinnrintqztfixtdq sdqytda mjjp jvjntbutbrmttm nzq st ndfnszbyy jm mdq tsg hjwwpjfufew hv svmyu izc ilygtwmuow kq yne quuk shghexoimahkxrp sfr umorf gtrv xdyizdenljh vnpvffcopsjnhlflbo zcl hfbau lvbhrlw yklmm pwcvnhiiijxwbavgng dlpv fm aosu qapseddji xt cmtg akegwwbkkdpf albrw debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas webbrows state isbusi true readyst complet creat true dispos fals isdispos fals isofflin fals debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas webbrows state stop isbusi fals readyst complet creat true di pose fals isdispos fals isofflin fals debug microsoft identitymodel client activedirectori verbos debug yf tokencach store token cach debug microsoft identitymodel client activedirectori verbos debug yf tokencach item store cach debug microsoft identitymodel client activedirectori inform debug yf acquiretokenhandlerbas token acquisit finish success access token etun access token hash ka ybp imlqdxxxxxxusi gj qt lpm refresh token hash bvvmahpix xxxxgujbp jeso zy expir time user hash ix dekypo hxxxx debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id ba aa adf ceca ms correl request id ba aa adf ceca ms rout request id westeurop ba aa adf ceca strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id tenant tenantid debug common authent authent use configur valu domain endpoint nline com clientid clientredirect urnietfwgoauth oob resourceclienturi net validateauthr true debug common authent acquir token use context author correl ationid validateauthor true debug common authent acquir token use adalconfigur domain adendpoint oftonlin com clientid clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug tokencach look cach token debug microsoft identitymodel client activedirectori inform debug tokencach item match request resourc found cach debug microsoft identitymodel client activedirectori verbos debug tokencach minut left token cach expir debug microsoft identitymodel client activedirectori inform debug tokencach match item access token refresh token found cach debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit finish success access token etun access token hash usi gj qt lpm refresh token hash bvvmahpix rclyv oljwzlgujbp jeso zy expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id bace afcf eddda ms correl request id bace afcf dddddd ms rout request id westeurop bace afcf edddd strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id subscript subscriptionid displaynam xxxxxxxxx state enabl subscriptionpolici locationplacementid public quotaid yyyyyyyyyo spendinglimit id subscript subscriptionid displaynam yyyyyyyyyyy state enabl subscriptionpolici locationplacementid public quotaid sponsor spendinglimit debug microsoft identitymodel client activedirectori inform debug tokencach serial token cach item environ azurecloud account test test com tenantid subscriptionid subscriptionnam month plan prepaid currentstorageaccount debug addazurermaccountcommand end process debug addazurermaccountcommand end process debug getazurermsubscriptioncommand begin process parameterset listbynameinten debug use account id user test com debug setazurermcontextcommand begin process parameterset subscriptionnam debug use account id user test com debug microsoft identitymodel client activedirectori inform debug tokencach deseri item token cach debug common authent authent use configur valu domain common endpoint clientid cf yc clientredirect urnietfwgoauth oob resourceclienturi validateauthr tr ue debug common authent acquir token use context author correlationid validateauthor true debug common authent acquir token use adalconfigur domain common adendpoint clientid cf fc clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug ec df bb acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach look cach token debug microsoft identitymodel client activedirectori inform debug ec df bb tokencach match token found cach debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig manag core window net client id respons type code haschrom redirect uri urnietfwgoauth oob login hi nt user test com client request id ec df bb prompt attempt none client sku net client ver client cpu client os microsoft window nt site id display popup debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach store token cach debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach item store cach debug microsoft identitymodel client activedirectori inform debug ec df bb acquiretokenhandlerbas token acquisit finish success access token etun access token hash yr fxcbpcnphdplrjrqoqqdpxu pljevqhd es refresh token hash shea asdfasdfasdf expir time user hash ix dekypo asdfasdfasdf debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id cf ms correl request id cf ms rout request id westeurop zd cf strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id tenant tenantid debug common authent authent use configur valu domain endpoint nline com clientid clientredirect urnietfwgoauth oob resourceclienturi net validateauthr true debug common authent acquir token use context author correl ationid validateauthor true debug common authent acquir token use adalconfigur domain adendpoint oftonlin com clientid clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug tokencach look cach token debug microsoft identitymodel client activedirectori inform debug tokencach item match request resourc found cach debug microsoft identitymodel client activedirectori verbos debug tokencach minut left token cach expir debug microsoft identitymodel client activedirectori inform debug tokencach match item access token refresh token found cach debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit finish success access token etun access token hash yr fxcbpcnphdplrjrqoqqdpxu pljevqhd es refresh token hash shea epikyzczrzmvcr sy oosozzsui fo expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id fa fd ms correl request id fa fd ms rout request id westeurop fa fd strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id subscript subscriptionid displaynam state enabl subscriptionpolici locationplacementid public quotaid payasyougo spendinglimit id subscript subscriptionid displaynam state enabl subscriptionpolici locationplacementid public quotaid sponsor spendinglimit debug common authent authent use configur valu domain common endpoint clientid cf fc clientredirect urnietfwgoauth oob resourceclienturi validateauthr tr ue debug common authent acquir token use context author correlationid validateauthor true debug common authent acquir token use adalconfigur domain common adendpoint clientid cf fc clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug ec df bb acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach look cach token debug microsoft identitymodel client activedirectori inform debug ec df bb tokencach match token found cach debug microsoft identitymodel client activedirectori verbos debug windowsformswebauthenticationdialogbas navig manag core window net client id respons type code haschrom redirect uri urnietfwgoauth oob login hi nt user test com client request id ec df bb prompt attempt none client sku net client ver client cpu client os microsoft window nt site id display popup debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach store token cach debug microsoft identitymodel client activedirectori verbos debug ec df bb tokencach item store cach debug microsoft identitymodel client activedirectori inform debug ec df bb acquiretokenhandlerbas token acquisit finish success access token etun access token hash yr fxcbpcnphdplrjrqoqqdpxu pljevqhd es refresh token hash shea epikyzczrzmvcr sy oosozzsui fo expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id cf ms correl request id cf ms rout request id westeurop zd cf strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id tenant tenantid debug common authent authent use configur valu domain endpoint nline com clientid clientredirect urnietfwgoauth oob resourceclienturi net validateauthr true debug common authent acquir token use context author correl ationid validateauthor true debug common authent acquir token use adalconfigur domain adendpoint oftonlin com clientid clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug tokencach look cach token debug microsoft identitymodel client activedirectori inform debug tokencach item match request resourc found cach debug microsoft identitymodel client activedirectori verbos debug tokencach minut left token cach expir debug microsoft identitymodel client activedirectori inform debug tokencach match item access token refresh token found cach debug microsoft identitymodel client activedirectori inform debug acquiretokenhandlerbas token acquisit finish success access token etun access token hash yr fxcbpcnphdplrjrqoqqdpxu pljevqhd es refresh token hash shea epikyzczrzmvcr sy oosozzsui fo expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id fa fd ms correl request id fa fd ms rout request id westeurop fa fd strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id subscript subscriptionid displaynam state enabl subscriptionpolici locationplacementid public quotaid payasyougo spendinglimit id subscript subscriptionid displaynam state enabl subscriptionpolici locationplacementid public quotaid sponsor spendinglimit debug microsoft identitymodel client activedirectori inform debug tokencach deseri item token cach debug common authent authent use configur valu domain endpoint nline com clientid clientredirect urnietfwgoauth oob resourceclienturi net validateauthr true debug common authent acquir token use context author correl ationid validateauthor true debug common authent acquir token use adalconfigur domain adendpoint oftonlin com clientid clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug cba acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug cba tokencach look cach token debug microsoft identitymodel client activedirectori inform debug cba tokencach item match request resourc found cach debug microsoft identitymodel client activedirectori verbos debug cba tokencach minut left token cach expir debug microsoft identitymodel client activedirectori inform debug cba tokencach match item access token refresh token found cach debug microsoft identitymodel client activedirectori inform debug cba acquiretokenhandlerbas token acquisit finish success access token etun access token hash usi gj qt lpm refresh token hash bvvmahpix rclyv oljwzlgujbp jeso zy expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id xx xxxxxddeb ms correl request id xx xxxeb ms rout request id westeurop xx xxxxxddeb strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id subscript subscriptionid displaynam yyyyyyyyyyy state enabl subscriptionpolici locationplacementid public quotaid payasyougo spendinglimit id subscript subscriptionid displaynam xxxxxxxxxx state enabl subscriptionpolici locationplacementid public quotaid sponsor spendinglimit debug microsoft identitymodel client activedirectori inform debug tokencach serial token cach item account user test com environ azurecloud subscript tenant debug microsoft identitymodel client activedirectori inform debug tokencach deseri item token cach debug common authent authent use configur valu domain endpoint nline com clientid clientredirect urnietfwgoauth oob resourceclienturi net validateauthr true debug common authent acquir token use context author correl ationid validateauthor true debug common authent acquir token use adalconfigur domain adendpoint oftonlin com clientid clientredirecturi urnietfwgoauth oob debug microsoft identitymodel client activedirectori inform debug cba acquiretokenhandlerbas token acquisit start author resourc clientid cachetyp microsoft identitymodel client activedirectori tokencach item authent target user debug microsoft identitymodel client activedirectori verbos debug cba tokencach look cach token debug microsoft identitymodel client activedirectori inform debug cba tokencach item match request resourc found cach debug microsoft identitymodel client activedirectori verbos debug cba tokencach minut left token cach expir debug microsoft identitymodel client activedirectori inform debug cba tokencach match item access token refresh token found cach debug microsoft identitymodel client activedirectori inform debug cba acquiretokenhandlerbas token acquisit finish success access token etun access token hash usi gj qt lpm refresh token hash bvvmahpix rclyv oljwzlgujbp jeso zy expir time user hash bcnm debug http request http method get absolut uri header bodi debug http respons statu code ok header pragma cach ms ratelimit remain tenant read ms request id faddeb ms correl request id faddeb ms rout request id westeurop faddeb strict transport secur max age includesubdomain cach control cach date wed apr gmt bodi valu id subscript subscriptionid displaynam xxxxxx state enabl subscriptionpolici locationplacementid public quotaid payasyougo spendinglimit id subscript subscriptionid displaynam yyyyyyyi state enabl subscriptionpolici locationplacementid public quotaid sponsor spendinglimit debug microsoft identitymodel client activedirectori inform debug tokencach serial token cach item debug getazurermsubscriptioncommand end process debug getazurermsubscriptioncommand end process debug setazurermcontextcommand end process debug setazurermcontextcommand end process debug newazuresqldatabaseservercontext begin process parameterset byfullyqualifiedservernamewithsqlauth debug use account id user test com debug newazuresqldatabaseservercontext end process debug newazuresqldatabaseservercontext end process debug newazurestoragecontext begin process parameterset accountnameandkey debug newazurestoragecontext end process debug init oper context getazurestoragecontainercommand client request id azur storag powershel fd db de af want get detail pleas add debug command debug getazurestoragecontainercommand begin process parameterset containernam debug use storag account testblob storag context debug start th remot call method head destin debug finish remot call statu code ok servic requ est id ab elaps time ms debug start th remot call method head destin debug finish remot call statu code ok servic requ est id elaps time ms debug start th remot call method get destin debug getazurestoragecontainercommand end process start remot call finish remot call elaps time ms client oper ation id azur storag powershel ccc fd db cc af debug getazurestoragecontainercommand end process start azuresqldatabaseexport bind paramet storagecontain convert microsoft windowsazur command common storag resourcemodel azurestoragecontain valu type microsoft windowsazur command common storag resourcemodel azurestoragecontain type microsoft windowsazur command common storag resourcemodel azurestoragecontain line char sqlconnectioncontext sqlcontext storagecontain contain databa categoryinfo invalidargu start azuresqldatabaseexport parameterbindingexcept fullyqualifiederrorid cannotconvertargumentnomessagemicrosoft windowsazur command sqldatabas databas cmdlet startazuresqldatabaseexport script step reproduct import modul azur import modul azur storag get azurermsubscript subscriptionnam product select azurermsubscript serverlogin usernam serverpassword convertto securestr abcd asplaintext forc servercredenti new object system manag autom pscredenti serverlogin serverpassword sqlcontext new azuresqldatabaseservercontext fullyqualifiedservernam myspecialsqlserv databas window net credenti servercredenti storagecontext new azurestoragecontext storageaccountnam prodwad storageaccountkey xxxxx contain get azurestoragecontain name automateddbbackup context storagecontext exportrequest start azuresqldatabaseexport sqlconnectioncontext sqlcontext storagecontain contain databasenam user blobnam autobackupotest bacpac verbos debug error,,akromm,sql| service attention,4/26/2017
119,azure-powershellWebScrap,3850,start azurermautomationrunbook runon poor error messag hw exist cmdlet start azurermautomationrunbook powershel version modul version os version descript use valu resolv hybrid worker runon paramet error messag provid lead think problem find autom account case pleas updat except messag thrown meaning error messag debug output,,safeermohammed| eamonoreilly,automation| service attention,4/27/2017
120,azure-powershellWebScrap,3851,modul azurerm bootstrapp block user import differ version modul session cmdlet use azurermprofil powershel version descript import profil use use azurermprofil cmdlet check modul differ profil import session also appli differ version modul profil exampl profil latest might modul azurerm version check block user import azurerm alreadi import session script step reproduct use azurermprofil profil latest modul azurerm block azurerm alreadi import session,,markcowl,module bootstrapper| versioning,4/27/2017
117,azure-powershellWebScrap,3844,error move azuredeploy internalerror server encount intern error pleas retri request cmdlet powershel version instruct get powershel version type psversiont look valu associ psversion version deploy vst modul version os version instruct get os version type psversiont look valu associ buildvers version deploy vst host machin descript debug output instruct get debug output set debugprefer continu execut cmdlet script caus issu move azuredeploy servicenam servicenam categoryinfo closeerror move azuredeploy computecloudexcept fullyqualifiederrorid microsoft windowsazur command servicemanag hostedservic moveazuredeploymentcomm error process complet exit code error written error stream debug system except process complet exit code error written error stream microsoft visualstudio servic agent worker handler powershellexehandl runasyncd movenext end stack trace previou locat except thrown system runtim exceptionservic exceptiondispatchinfo throw system runtim compilerservic taskawait handlenonsuccessanddebuggernotif task task microsoft visualstudio servic agent worker taskrunn runasyncd movenext end stack trace previou locat except thrown system runtim exceptionservic exceptiondispatchinfo throw system runtim compilerservic taskawait handlenonsuccessanddebuggernotif task task microsoft visualstudio servic agent worker stepsrunn runstepasyncd movenext section finish powershel script script step reproduct,,singhkays,compute| service attention,4/27/2017
122,azure-powershellWebScrap,3861,get azurewebsit perform get azurewebsit ps version os version descript seem take consist minut sometim return get azurewebsit cmdlet use lot azur powershel autom process slow queri realli hamper progress anyth done improv perform,,davenewza,more info label,4/28/2017
123,azure-powershellWebScrap,3863,add support partial download rang get azur batch node file content cmdlet get azur batch node file content modul version descript describ batch rest api doc possibl partial download file batch node use ocp rang header implement stdout txt stderr txt monitor script current fetch whole file everi half minut output new content termin howev would much better could fetch new content begin featur request add new paramet cmdlet byte rang specifi,,matthchr,batch| service attention,4/28/2017
126,azure-powershellWebScrap,3869,add miss modul azurerm add follow modul azurerm psd consumpt containerregistri relay servicefabr,,cormacpayne,azure ps team,4/29/2017
125,azure-powershellWebScrap,3868,updat changelog recoveryservic backup cmdlet descript changelog contain detail descript cmdlet whayt chang exampl mention client updat addit featur provid custom mention shouldprocess support cmdlet mention one support name custom use changelog decid whether download particular modul,,dragonfly91,recovery services backup| service attention,4/29/2017
2019,azure-powershellWebScrap,3728,proper paramet name tag tag cmdlet azurerm cmdlet powershel version modul version azurerm modul os version descript think move tag tag major cmdlet support paramet name paramet alia fix still bunch cmdlet wrong paramet name script step reproduct section contain list cmdlet paramet name remov need consist paramet name debug output instruct get debug output set debugprefer continu execut cmdlet script caus issu script step reproduct cmdlet tag paramet,<bm>execute|api|management|cmdletvoidpredefinedtype|methoddeclarationmethod_nameclientidentifiername0|simplememberaccessexpression|identifiername1property|setclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|identifiernamecontextclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|identifiernamecontextclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|identifiernameproperty|idclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|identifiernameproperty|idclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument2|identifiernamenameclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernamevalueclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernamesecretclientidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernametagclientidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thruclientidentifiername0|simplememberaccessexpression|identifiername1property|by|idclientidentifiername0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorpropertyclientidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|identifiernamecontextproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|identifiernameproperty|idproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument2|identifiernamenameproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernamevalueproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernamesecretproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument3|identifiernametagproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thruproperty|setidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namecontextidentifiername|argument0|argumentlist|argument1|identifiernameproperty|idcontextidentifiername|argument0|argumentlist|argument1|identifiernameproperty|idcontextidentifiername|argument0|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thrucontextidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1property|by|idcontextidentifiername|argument0|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratorpropertycontextidentifiername|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameproperty|ididentifiername|argument1|argumentlist|argument2|identifiernamenameproperty|ididentifiername|argument1|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thruproperty|ididentifiername|argument1|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1property|by|idproperty|ididentifiername|argument1|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratorpropertyproperty|ididentifiername|argument1|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namenameidentifiername|argument2|argumentlist|argument3|identifiernamevaluenameidentifiername|argument2|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thrunameidentifiername|argument2|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namevalueidentifiername|argument3|argumentlist|argument3|identifiernamesecretvalueidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thruvalueidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namesecretidentifiername|argument3|argumentlist|argument3|identifiernametagsecretidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thrusecretidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nametagidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|ifstatement|identifiernamepass|thrutagidentifiername|argument3|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namepass|thruidentifiername|ifstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorpropertypass|thruidentifiername|ifstatement|block|expressionstatement|invocationexpression|argumentlist1|argument0|identifiernamepropertypass|thruidentifiername|ifstatement|block|expressionstatement|invocationexpression|identifiername0write|objectpass|thruidentifiername|ifstatement|block|methoddeclarationmethod_nameproperty|by|ididentifiername1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorpropertypropertyvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|identifiername0write|objectpropertyidentifiername|argument0|argumentlist1|invocationexpression|identifiername0write|objectpropertyvariabledeclarator|variabledeclaration|localdeclarationstatement|block|ifstatement|block|methoddeclarationmethod_namewrite|objectidentifiername0|invocationexpression|expressionstatement|block|ifstatement|block|methoddeclarationmethod_name<em> ,maddieclayton,azure ps team,5/4/2017
2021,azure-powershellWebScrap,3730,get azurermimag fail set bloburi get azurermimag cmdlet fail set storageprofil osdisk bloburi properti valu imag base vm use manag disk powershel version modul version azurerm azurerm comput os version descript get azurermimag cmdlet fail set storageprofil osdisk bloburi properti valu imag base vm use manag disk debug output attach get azurermimag debug output txt script step reproduct attempt get imag get result object storageprofil osdisk bloburi valu empti,,singhkays,compute - images| service attention,5/4/2017
